geneA	geneB	combined_score
Rv0063	Rv3209	716
Rv0063	Rv3414c	734
Rv0063	Rv3705c	870
Rv0063	Rv3717	837
Rv0064	Rv0065	711
Rv0064	Rv1288	733
Rv0064	Rv2275	802
Rv0064A	Rv0065	906
Rv0064A	Rv0599c	801
Rv0064A	Rv0616A	803
Rv0065	Rv0277c	744
Rv0065	Rv0617	830
Rv0065	Rv2548	756
Rv0065	Rv3098A	748
Rv0065	Rv3384c	848
Rv0065	Rv3697c	733
Rv0066c	Rv0234c	810
Rv0066c	Rv0337c	806
Rv0066c	Rv0777	839
Rv0066c	Rv0886	746
Rv0066c	Rv0889c	723
Rv0066c	Rv1177	714
Rv0066c	Rv1240	934
Rv0066c	Rv1475c	965
Rv0066c	Rv1595	809
Rv0066c	Rv1659	815
Rv0066c	Rv1731	810
Rv0066c	Rv2007c	713
Rv0066c	Rv2280	745
Rv0066c	Rv2454c	946
Rv0066c	Rv2455c	987
Rv0066c	Rv2476c	827
Rv0066c	Rv3339c	938
Rv0066c	Rv3858c	812
Rv0066c	Rv3859c	921
Rv0067c	Rv0212c	750
Rv0067c	Rv0273c	730
Rv0067c	Rv0339c	790
Rv0067c	Rv0377	859
Rv0067c	Rv0624	732
Rv0067c	Rv0691c	753
Rv0067c	Rv1267c	709
Rv0067c	Rv1359	736
Rv0067c	Rv1395	720
Rv0067c	Rv1674c	744
Rv0067c	Rv1725c	829
Rv0067c	Rv1931c	785
Rv0067c	Rv2488c	800
Rv0067c	Rv2506	761
Rv0067c	Rv3055	808
Rv0067c	Rv3164c	772
Rv0067c	Rv3183	798
Rv0067c	Rv3263	732
Rv0067c	Rv3840	730
Rv0068	Rv2524c	827
Rv0069c	Rv0070c	998
Rv0069c	Rv0436c	901
Rv0069c	Rv1077	926
Rv0069c	Rv1093	964
Rv0069c	Rv1294	846
Rv0069c	Rv1296	860
Rv0069c	Rv1559	960
Rv0069c	Rv1612	904
Rv0069c	Rv1613	908
Rv0069c	Rv1832	872
Rv0069c	Rv2335	956
Rv0069c	Rv3042c	973
Rv0069c	Rv3341	800
Rv0070c	Rv0357c	724
Rv0070c	Rv0389	916
Rv0070c	Rv0436c	903
Rv0070c	Rv0462	919
Rv0070c	Rv0772	743
Rv0070c	Rv0777	750
Rv0070c	Rv0780	731
Rv0070c	Rv0808	750
Rv0070c	Rv0956	966
Rv0070c	Rv0957	983
Rv0070c	Rv1077	945
Rv0070c	Rv1093	903
Rv0070c	Rv1248c	747
Rv0070c	Rv1406	926
Rv0070c	Rv1559	937
Rv0070c	Rv1612	912
Rv0070c	Rv1613	921
Rv0070c	Rv1826	963
Rv0070c	Rv1832	995
Rv0070c	Rv1905c	913
Rv0070c	Rv2124c	939
Rv0070c	Rv2211c	994
Rv0070c	Rv2213	826
Rv0070c	Rv2335	885
Rv0070c	Rv2467	842
Rv0070c	Rv2754c	940
Rv0070c	Rv2763c	921
Rv0070c	Rv2764c	942
Rv0070c	Rv2964	943
Rv0070c	Rv3042c	949
Rv0070c	Rv3309c	724
Rv0070c	Rv3341	823
Rv0070c	Rv3356c	982
Rv0071	Rv0074	870
Rv0071	Rv2816c	819
Rv0072	Rv0073	999
Rv0072	Rv0986	882
Rv0072	Rv2564	933
Rv0073	Rv2563	931
Rv0074	Rv0075	934
Rv0074	Rv3346c	805
Rv0075	Rv0391	934
Rv0075	Rv0433	802
Rv0075	Rv0812	861
Rv0075	Rv0815c	900
Rv0075	Rv1077	912
Rv0075	Rv1079	951
Rv0075	Rv1133c	907
Rv0075	Rv1178	896
Rv0075	Rv1294	834
Rv0075	Rv1296	806
Rv0075	Rv1391	806
Rv0075	Rv1559	808
Rv0075	Rv2124c	913
Rv0075	Rv2213	811
Rv0075	Rv2291	903
Rv0075	Rv2294	932
Rv0075	Rv2334	913
Rv0075	Rv2458	903
Rv0075	Rv2467	801
Rv0075	Rv3238c	800
Rv0075	Rv3248c	900
Rv0075	Rv3283	900
Rv0075	Rv3329	888
Rv0075	Rv3340	918
Rv0075	Rv3684	909
Rv0075	Rv3704c	816
Rv0076c	Rv0077c	953
Rv0076c	Rv0078	924
Rv0076c	Rv1557	870
Rv0077c	Rv0078	987
Rv0077c	Rv1557	805
Rv0078	Rv1557	810
Rv0078	Rv1963c	769
Rv0078A	Rv0078B	984
Rv0078A	Rv0229c	804
Rv0078A	Rv0268c	804
Rv0078A	Rv0269c	767
Rv0078A	Rv0836c	804
Rv0078A	Rv1044	803
Rv0078A	Rv1045	804
Rv0078A	Rv2514c	769
Rv0078A	Rv2826c	806
Rv0078A	Rv2827c	806
Rv0078A	Rv3641c	806
Rv0078B	Rv0268c	806
Rv0078B	Rv0269c	804
Rv0078B	Rv1044	815
Rv0078B	Rv2514c	804
Rv0078B	Rv2827c	863
Rv0079	Rv0080	989
Rv0079	Rv0081	787
Rv0079	Rv0082	787
Rv0079	Rv0105c	821
Rv0079	Rv0634B	780
Rv0079	Rv0640	791
Rv0079	Rv0651	821
Rv0079	Rv0682	840
Rv0079	Rv0683	920
Rv0079	Rv0700	834
Rv0079	Rv0701	846
Rv0079	Rv0702	860
Rv0079	Rv0703	863
Rv0079	Rv0704	848
Rv0079	Rv0705	921
Rv0079	Rv0706	829
Rv0079	Rv0707	919
Rv0079	Rv0708	829
Rv0079	Rv0709	844
Rv0079	Rv0710	921
Rv0079	Rv0714	829
Rv0079	Rv0715	835
Rv0079	Rv0716	860
Rv0079	Rv0717	773
Rv0079	Rv0718	918
Rv0079	Rv0719	834
Rv0079	Rv0720	835
Rv0079	Rv0721	925
Rv0079	Rv0722	829
Rv0079	Rv0723	843
Rv0079	Rv0979A	836
Rv0079	Rv1015c	848
Rv0079	Rv1298	844
Rv0079	Rv1388	781
Rv0079	Rv1630	913
Rv0079	Rv1642	834
Rv0079	Rv1643	839
Rv0079	Rv1733c	847
Rv0079	Rv1738	949
Rv0079	Rv1996	927
Rv0079	Rv2007c	878
Rv0079	Rv2030c	819
Rv0079	Rv2031c	910
Rv0079	Rv2032	860
Rv0079	Rv2055c	891
Rv0079	Rv2056c	773
Rv0079	Rv2057c	781
Rv0079	Rv2058c	781
Rv0079	Rv2412	829
Rv0079	Rv2441c	851
Rv0079	Rv2442c	838
Rv0079	Rv2623	865
Rv0079	Rv2626c	869
Rv0079	Rv2627c	716
Rv0079	Rv2785c	925
Rv0079	Rv2890c	918
Rv0079	Rv2904c	836
Rv0079	Rv2909c	843
Rv0079	Rv3127	890
Rv0079	Rv3130c	901
Rv0079	Rv3131	908
Rv0079	Rv3133c	716
Rv0079	Rv3134c	954
Rv0079	Rv3442c	928
Rv0079	Rv3443c	838
Rv0079	Rv3456c	834
Rv0079	Rv3458c	851
Rv0079	Rv3459c	918
Rv0079	Rv3460c	781
Rv0079	Rv3461c	831
Rv0080	Rv0081	877
Rv0080	Rv0082	841
Rv0080	Rv0087	785
Rv0080	Rv1240	706
Rv0080	Rv1733c	826
Rv0080	Rv1737c	797
Rv0080	Rv1738	895
Rv0080	Rv1813c	771
Rv0080	Rv1996	887
Rv0080	Rv2007c	868
Rv0080	Rv2030c	912
Rv0080	Rv2031c	872
Rv0080	Rv2032	906
Rv0080	Rv2623	912
Rv0080	Rv2626c	872
Rv0080	Rv2627c	751
Rv0080	Rv3127	883
Rv0080	Rv3130c	852
Rv0080	Rv3131	916
Rv0080	Rv3134c	915
Rv0081	Rv0082	985
Rv0081	Rv0083	979
Rv0081	Rv0084	906
Rv0081	Rv0085	944
Rv0081	Rv0086	928
Rv0081	Rv0087	948
Rv0081	Rv0088	751
Rv0081	Rv3133c	878
Rv0082	Rv0083	999
Rv0082	Rv0084	999
Rv0082	Rv0085	994
Rv0082	Rv0086	998
Rv0082	Rv0087	999
Rv0082	Rv3148	730
Rv0082	Rv3153	986
Rv0083	Rv0084	998
Rv0083	Rv0085	996
Rv0083	Rv0086	987
Rv0083	Rv0087	999
Rv0083	Rv3153	766
Rv0083	Rv3156	955
Rv0083	Rv3555c	807
Rv0084	Rv0085	992
Rv0084	Rv0086	999
Rv0084	Rv0087	999
Rv0084	Rv3146	749
Rv0084	Rv3153	958
Rv0085	Rv0086	999
Rv0085	Rv0087	999
Rv0086	Rv0087	999
Rv0086	Rv3153	767
Rv0086	Rv3156	955
Rv0087	Rv0440	966
Rv0087	Rv1852	995
Rv0087	Rv2899c	712
Rv0087	Rv3152	725
Rv0087	Rv3153	999
Rv0087	Rv3156	741
Rv0087	Rv3417c	966
Rv0089	Rv1568	828
Rv0089	Rv1570	848
Rv0089	Rv2715	870
Rv0090	Rv2577	728
Rv0091	Rv0535	992
Rv0091	Rv0536	813
Rv0091	Rv0539	810
Rv0091	Rv0540	808
Rv0091	Rv1589	769
Rv0091	Rv2601	979
Rv0091	Rv3248c	909
Rv0092	Rv0103c	904
Rv0093c	Rv1222	844
Rv0093c	Rv2069	891
Rv0093c	Rv2788	810
Rv0093c	Rv3222c	809
Rv0094c	Rv0336	742
Rv0094c	Rv0393	734
Rv0094c	Rv0515	744
Rv0094c	Rv1702c	802
Rv0094c	Rv2100	732
Rv0094c	Rv2290	810
Rv0094c	Rv2291	808
Rv0094c	Rv2339	805
Rv0094c	Rv3467	831
Rv0094c	Rv3469c	870
Rv0094c	Rv3576	804
Rv0094c	Rv3634c	870
Rv0094c	Rv3776	760
Rv0096	Rv0097	992
Rv0096	Rv0098	988
Rv0096	Rv0099	979
Rv0096	Rv0100	971
Rv0096	Rv0101	993
Rv0096	Rv0109	803
Rv0096	Rv1386	775
Rv0097	Rv0098	996
Rv0097	Rv0099	994
Rv0097	Rv0100	993
Rv0097	Rv0101	993
Rv0098	Rv0099	988
Rv0098	Rv0100	995
Rv0098	Rv0101	994
Rv0099	Rv0100	996
Rv0099	Rv0101	991
Rv0099	Rv1527c	704
Rv0099	Rv2048c	704
Rv0099	Rv2933	705
Rv0099	Rv2940c	742
Rv0099	Rv3513c	767
Rv0099	Rv3800c	727
Rv0099	Rv3825c	723
Rv0100	Rv0101	996
Rv0101	Rv0404	781
Rv0101	Rv0405	967
Rv0101	Rv1180	877
Rv0101	Rv1181	968
Rv0101	Rv1521	806
Rv0101	Rv1527c	994
Rv0101	Rv1529	807
Rv0101	Rv1661	975
Rv0101	Rv1662	869
Rv0101	Rv1663	873
Rv0101	Rv1664	865
Rv0101	Rv1925	762
Rv0101	Rv2048c	994
Rv0101	Rv2377c	955
Rv0101	Rv2380c	860
Rv0101	Rv2381c	844
Rv0101	Rv2382c	851
Rv0101	Rv2383c	997
Rv0101	Rv2384	800
Rv0101	Rv2524c	821
Rv0101	Rv2928	871
Rv0101	Rv2931	964
Rv0101	Rv2932	985
Rv0101	Rv2933	994
Rv0101	Rv2934	824
Rv0101	Rv2935	856
Rv0101	Rv2940c	994
Rv0101	Rv2946c	984
Rv0101	Rv2947c	881
Rv0101	Rv3800c	998
Rv0101	Rv3801c	756
Rv0101	Rv3825c	994
Rv0101	Rv3826	810
Rv0102	Rv0109	804
Rv0102	Rv0142	871
Rv0102	Rv0528	714
Rv0102	Rv2194	811
Rv0102	Rv2195	742
Rv0102	Rv2196	772
Rv0102	Rv2199c	715
Rv0103c	Rv0104	772
Rv0103c	Rv2000	748
Rv0104	Rv0304c	760
Rv0104	Rv0305c	753
Rv0104	Rv0341	741
Rv0104	Rv0347	803
Rv0104	Rv0355c	764
Rv0104	Rv0442c	730
Rv0104	Rv0613c	711
Rv0104	Rv0755c	747
Rv0104	Rv0872c	738
Rv0104	Rv1004c	773
Rv0104	Rv1115	803
Rv0104	Rv1135c	734
Rv0104	Rv1231c	804
Rv0104	Rv1358	711
Rv0104	Rv1452c	759
Rv0104	Rv1548c	747
Rv0104	Rv1551	770
Rv0104	Rv1552	852
Rv0104	Rv1553	809
Rv0104	Rv1555	783
Rv0104	Rv1651c	730
Rv0104	Rv1753c	759
Rv0104	Rv1917c	761
Rv0104	Rv1918c	748
Rv0104	Rv2082	738
Rv0104	Rv2209	757
Rv0104	Rv2231A	707
Rv0104	Rv2308	700
Rv0104	Rv2337c	712
Rv0104	Rv2356c	722
Rv0104	Rv2490c	754
Rv0104	Rv2819c	700
Rv0104	Rv2853	709
Rv0104	Rv2954c	725
Rv0104	Rv3159c	717
Rv0104	Rv3343c	759
Rv0104	Rv3347c	763
Rv0104	Rv3350c	763
Rv0104	Rv3403c	745
Rv0104	Rv3533c	726
Rv0104	Rv3558	735
Rv0104	Rv3645	735
Rv0104	Rv3857c	804
Rv0104	Rv3864	746
Rv0104	Rv3879c	728
Rv0105c	Rv0106	779
Rv0105c	Rv0120c	892
Rv0105c	Rv0139	761
Rv0105c	Rv0429c	816
Rv0105c	Rv0500B	789
Rv0105c	Rv0634B	948
Rv0105c	Rv0638	837
Rv0105c	Rv0639	735
Rv0105c	Rv0640	956
Rv0105c	Rv0641	953
Rv0105c	Rv0651	955
Rv0105c	Rv0652	956
Rv0105c	Rv0682	958
Rv0105c	Rv0683	958
Rv0105c	Rv0684	892
Rv0105c	Rv0685	915
Rv0105c	Rv0700	957
Rv0105c	Rv0701	969
Rv0105c	Rv0702	969
Rv0105c	Rv0703	976
Rv0105c	Rv0704	969
Rv0105c	Rv0705	946
Rv0105c	Rv0706	956
Rv0105c	Rv0707	946
Rv0105c	Rv0708	953
Rv0105c	Rv0709	944
Rv0105c	Rv0710	956
Rv0105c	Rv0714	950
Rv0105c	Rv0715	954
Rv0105c	Rv0716	982
Rv0105c	Rv0717	979
Rv0105c	Rv0718	955
Rv0105c	Rv0719	955
Rv0105c	Rv0720	946
Rv0105c	Rv0721	947
Rv0105c	Rv0722	945
Rv0105c	Rv0723	950
Rv0105c	Rv0732	797
Rv0105c	Rv0979A	983
Rv0105c	Rv1015c	964
Rv0105c	Rv1274	806
Rv0105c	Rv1298	975
Rv0105c	Rv1299	794
Rv0105c	Rv1307	929
Rv0105c	Rv1379	860
Rv0105c	Rv1388	927
Rv0105c	Rv1390	812
Rv0105c	Rv1440	727
Rv0105c	Rv1475c	819
Rv0105c	Rv1630	935
Rv0105c	Rv1642	958
Rv0105c	Rv1643	951
Rv0105c	Rv1840c	816
Rv0105c	Rv2055c	956
Rv0105c	Rv2056c	983
Rv0105c	Rv2057c	993
Rv0105c	Rv2058c	905
Rv0105c	Rv2098c	817
Rv0105c	Rv2099c	817
Rv0105c	Rv2404c	831
Rv0105c	Rv2412	958
Rv0105c	Rv2420c	793
Rv0105c	Rv2441c	958
Rv0105c	Rv2442c	959
Rv0105c	Rv2462c	889
Rv0105c	Rv2534c	945
Rv0105c	Rv2583c	821
Rv0105c	Rv2725c	805
Rv0105c	Rv2785c	959
Rv0105c	Rv2882c	899
Rv0105c	Rv2890c	955
Rv0105c	Rv2904c	959
Rv0105c	Rv2909c	959
Rv0105c	Rv2925c	797
Rv0105c	Rv3013	757
Rv0105c	Rv3100c	845
Rv0105c	Rv3105c	810
Rv0105c	Rv3241c	797
Rv0105c	Rv3442c	957
Rv0105c	Rv3443c	958
Rv0105c	Rv3456c	956
Rv0105c	Rv3457c	816
Rv0105c	Rv3458c	958
Rv0105c	Rv3459c	957
Rv0105c	Rv3460c	932
Rv0105c	Rv3461c	973
Rv0105c	Rv3462c	729
Rv0105c	Rv3610c	780
Rv0105c	Rv3846	809
Rv0105c	Rv3924c	921
Rv0106	Rv0280	888
Rv0106	Rv2055c	882
Rv0106	Rv2056c	931
Rv0106	Rv2057c	844
Rv0106	Rv2058c	932
Rv0106	Rv2059	978
Rv0106	Rv2060	866
Rv0106	Rv2990c	950
Rv0108c	Rv0180c	806
Rv0108c	Rv0863	871
Rv0110	Rv0111	930
Rv0110	Rv0140	809
Rv0110	Rv0274	875
Rv0110	Rv1337	902
Rv0110	Rv1366	807
Rv0111	Rv0274	854
Rv0111	Rv1251c	752
Rv0111	Rv1337	906
Rv0112	Rv0113	954
Rv0112	Rv0114	937
Rv0112	Rv0115	934
Rv0112	Rv0682	860
Rv0112	Rv0683	774
Rv0112	Rv0700	815
Rv0112	Rv0702	789
Rv0112	Rv0705	817
Rv0112	Rv0707	804
Rv0112	Rv0710	804
Rv0112	Rv0717	788
Rv0112	Rv0718	795
Rv0112	Rv0721	797
Rv0112	Rv1388	759
Rv0112	Rv1392	741
Rv0112	Rv1511	956
Rv0112	Rv1512	911
Rv0112	Rv1822	817
Rv0112	Rv2056c	789
Rv0112	Rv2785c	783
Rv0112	Rv2890c	779
Rv0112	Rv3458c	773
Rv0112	Rv3459c	805
Rv0112	Rv3460c	760
Rv0113	Rv0114	999
Rv0113	Rv0115	998
Rv0113	Rv0486	800
Rv0113	Rv2965c	824
Rv0114	Rv0115	999
Rv0114	Rv0192A	808
Rv0114	Rv0938	771
Rv0114	Rv1599	748
Rv0114	Rv1602	742
Rv0114	Rv1603	746
Rv0114	Rv1605	740
Rv0114	Rv2732c	808
Rv0114	Rv3062	762
Rv0114	Rv3264c	714
Rv0114	Rv3731	761
Rv0116c	Rv0117	750
Rv0117	Rv0212c	825
Rv0117	Rv0273c	770
Rv0117	Rv0339c	742
Rv0117	Rv0377	847
Rv0117	Rv0452	776
Rv0117	Rv0494	844
Rv0117	Rv0602c	822
Rv0117	Rv0603	817
Rv0117	Rv0653c	770
Rv0117	Rv0691c	856
Rv0117	Rv0737	840
Rv0117	Rv0827c	788
Rv0117	Rv0887c	761
Rv0117	Rv0894	802
Rv0117	Rv1019	811
Rv0117	Rv1027c	855
Rv0117	Rv1151c	810
Rv0117	Rv1167c	802
Rv0117	Rv1189	808
Rv0117	Rv1190	807
Rv0117	Rv1267c	851
Rv0117	Rv1359	843
Rv0117	Rv1460	804
Rv0117	Rv1556	822
Rv0117	Rv1674c	850
Rv0117	Rv1675c	850
Rv0117	Rv1725c	841
Rv0117	Rv1740	733
Rv0117	Rv1773c	802
Rv0117	Rv1776c	828
Rv0117	Rv1908c	729
Rv0117	Rv1931c	865
Rv0117	Rv1985c	805
Rv0117	Rv2282c	846
Rv0117	Rv2359	811
Rv0117	Rv2428	706
Rv0117	Rv2488c	837
Rv0117	Rv2788	801
Rv0117	Rv3055	851
Rv0117	Rv3082c	820
Rv0117	Rv3124	803
Rv0117	Rv3164c	803
Rv0117	Rv3167c	877
Rv0117	Rv3183	810
Rv0117	Rv3263	843
Rv0117	Rv3291c	813
Rv0117	Rv3328c	750
Rv0117	Rv3448	797
Rv0117	Rv3449	755
Rv0117	Rv3692	740
Rv0117	Rv3736	822
Rv0117	Rv3830c	842
Rv0117	Rv3840	829
Rv0117	Rv3903c	758
Rv0118c	Rv0119	895
Rv0118c	Rv0189c	733
Rv0118c	Rv3001c	775
Rv0118c	Rv3002c	958
Rv0118c	Rv3710	713
Rv0119	Rv1527c	705
Rv0119	Rv2048c	705
Rv0119	Rv2933	704
Rv0119	Rv2940c	704
Rv0119	Rv3825c	706
Rv0120c	Rv0352	782
Rv0120c	Rv0357c	721
Rv0120c	Rv0634B	872
Rv0120c	Rv0639	740
Rv0120c	Rv0640	971
Rv0120c	Rv0641	971
Rv0120c	Rv0651	973
Rv0120c	Rv0652	965
Rv0120c	Rv0667	848
Rv0120c	Rv0668	859
Rv0120c	Rv0682	980
Rv0120c	Rv0683	982
Rv0120c	Rv0685	979
Rv0120c	Rv0700	977
Rv0120c	Rv0701	983
Rv0120c	Rv0702	982
Rv0120c	Rv0703	972
Rv0120c	Rv0704	983
Rv0120c	Rv0705	978
Rv0120c	Rv0706	978
Rv0120c	Rv0707	977
Rv0120c	Rv0708	981
Rv0120c	Rv0709	972
Rv0120c	Rv0710	976
Rv0120c	Rv0714	980
Rv0120c	Rv0715	973
Rv0120c	Rv0716	981
Rv0120c	Rv0717	949
Rv0120c	Rv0718	977
Rv0120c	Rv0719	977
Rv0120c	Rv0720	976
Rv0120c	Rv0721	983
Rv0120c	Rv0722	971
Rv0120c	Rv0723	975
Rv0120c	Rv0732	810
Rv0120c	Rv0733	782
Rv0120c	Rv0734	909
Rv0120c	Rv0979A	948
Rv0120c	Rv1015c	943
Rv0120c	Rv1017c	731
Rv0120c	Rv1023	796
Rv0120c	Rv1253	872
Rv0120c	Rv1298	931
Rv0120c	Rv1305	732
Rv0120c	Rv1307	975
Rv0120c	Rv1308	819
Rv0120c	Rv1309	767
Rv0120c	Rv1310	788
Rv0120c	Rv1388	951
Rv0120c	Rv1507c	714
Rv0120c	Rv1630	821
Rv0120c	Rv1640c	749
Rv0120c	Rv1641	778
Rv0120c	Rv1642	946
Rv0120c	Rv1643	954
Rv0120c	Rv2055c	922
Rv0120c	Rv2056c	949
Rv0120c	Rv2057c	872
Rv0120c	Rv2058c	892
Rv0120c	Rv2373c	755
Rv0120c	Rv2412	872
Rv0120c	Rv2441c	962
Rv0120c	Rv2442c	957
Rv0120c	Rv2462c	745
Rv0120c	Rv2524c	736
Rv0120c	Rv2534c	953
Rv0120c	Rv2582	728
Rv0120c	Rv2783c	778
Rv0120c	Rv2785c	967
Rv0120c	Rv2839c	871
Rv0120c	Rv2841c	758
Rv0120c	Rv2861c	903
Rv0120c	Rv2882c	925
Rv0120c	Rv2889c	867
Rv0120c	Rv2890c	976
Rv0120c	Rv2904c	954
Rv0120c	Rv2906c	760
Rv0120c	Rv2907c	735
Rv0120c	Rv2909c	955
Rv0120c	Rv2992c	916
Rv0120c	Rv3211	873
Rv0120c	Rv3396c	871
Rv0120c	Rv3442c	963
Rv0120c	Rv3443c	979
Rv0120c	Rv3456c	956
Rv0120c	Rv3457c	852
Rv0120c	Rv3458c	977
Rv0120c	Rv3459c	979
Rv0120c	Rv3460c	962
Rv0120c	Rv3461c	957
Rv0120c	Rv3462c	836
Rv0120c	Rv3598c	716
Rv0120c	Rv3859c	886
Rv0121c	Rv1155	894
Rv0121c	Rv1875	940
Rv0121c	Rv2604c	750
Rv0121c	Rv2607	817
Rv0121c	Rv2991	908
Rv0121c	Rv3369	893
Rv0122	Rv0123	887
Rv0124	Rv0304c	772
Rv0124	Rv0305c	773
Rv0124	Rv0341	709
Rv0124	Rv0355c	772
Rv0124	Rv0442c	762
Rv0124	Rv0755c	773
Rv0124	Rv0878c	769
Rv0124	Rv1004c	773
Rv0124	Rv1135c	772
Rv0124	Rv1548c	770
Rv0124	Rv1753c	773
Rv0124	Rv1917c	773
Rv0124	Rv1918c	772
Rv0124	Rv2082	790
Rv0124	Rv2126c	751
Rv0124	Rv2209	760
Rv0124	Rv2293c	717
Rv0124	Rv2353c	743
Rv0124	Rv2356c	773
Rv0124	Rv2608	757
Rv0124	Rv2819c	738
Rv0124	Rv2954c	720
Rv0124	Rv3159c	772
Rv0124	Rv3343c	774
Rv0124	Rv3347c	773
Rv0124	Rv3350c	773
Rv0124	Rv3403c	736
Rv0124	Rv3533c	772
Rv0124	Rv3558	772
Rv0124	Rv3864	731
Rv0124	Rv3879c	723
Rv0124	Rv3903c	712
Rv0125	Rv0126	806
Rv0125	Rv0127	701
Rv0125	Rv1196	805
Rv0125	Rv1334	708
Rv0125	Rv2110c	709
Rv0125	Rv2115c	824
Rv0125	Rv3696c	767
Rv0126	Rv0127	999
Rv0126	Rv0128	717
Rv0126	Rv1212c	897
Rv0126	Rv1213	892
Rv0126	Rv1326c	997
Rv0126	Rv1327c	988
Rv0126	Rv1328	979
Rv0126	Rv1562c	988
Rv0126	Rv1563c	998
Rv0126	Rv1564c	989
Rv0126	Rv1781c	969
Rv0126	Rv1979c	777
Rv0126	Rv1999c	774
Rv0126	Rv2006	993
Rv0126	Rv2320c	775
Rv0126	Rv2402	986
Rv0126	Rv2471	936
Rv0126	Rv2690c	776
Rv0126	Rv2906c	801
Rv0126	Rv3031	936
Rv0126	Rv3253c	774
Rv0126	Rv3372	991
Rv0126	Rv3401	918
Rv0126	Rv3490	960
Rv0127	Rv0128	795
Rv0127	Rv1212c	994
Rv0127	Rv1213	927
Rv0127	Rv1326c	997
Rv0127	Rv1327c	999
Rv0127	Rv1328	854
Rv0127	Rv1562c	976
Rv0127	Rv1563c	961
Rv0127	Rv1564c	900
Rv0127	Rv1781c	973
Rv0127	Rv2006	823
Rv0127	Rv2471	994
Rv0127	Rv3372	834
Rv0127	Rv3490	910
Rv0128	Rv0204c	716
Rv0129c	Rv1275	739
Rv0129c	Rv1886c	973
Rv0129c	Rv2252	900
Rv0129c	Rv2673	709
Rv0129c	Rv3097c	904
Rv0129c	Rv3258c	740
Rv0129c	Rv3668c	719
Rv0129c	Rv3802c	800
Rv0129c	Rv3804c	974
Rv0129c	Rv3805c	819
Rv0129c	Rv3810	853
Rv0129c	Rv3875	759
Rv0130	Rv0149	710
Rv0130	Rv3141	815
Rv0131c	Rv0132c	713
Rv0131c	Rv0222	849
Rv0131c	Rv0243	802
Rv0131c	Rv0400c	912
Rv0131c	Rv0456c	851
Rv0131c	Rv0632c	850
Rv0131c	Rv0673	850
Rv0131c	Rv0675	851
Rv0131c	Rv0859	802
Rv0131c	Rv0860	928
Rv0131c	Rv0905	849
Rv0131c	Rv0914c	803
Rv0131c	Rv0971c	850
Rv0131c	Rv1070c	851
Rv0131c	Rv1071c	850
Rv0131c	Rv1074c	803
Rv0131c	Rv1141c	850
Rv0131c	Rv1142c	849
Rv0131c	Rv1323	802
Rv0131c	Rv1472	849
Rv0131c	Rv1867	823
Rv0131c	Rv1933c	735
Rv0131c	Rv1935c	850
Rv0131c	Rv2486	851
Rv0131c	Rv2502c	925
Rv0131c	Rv2679	850
Rv0131c	Rv2790c	943
Rv0131c	Rv2831	850
Rv0131c	Rv3028c	741
Rv0131c	Rv3029c	736
Rv0131c	Rv3039c	849
Rv0131c	Rv3373	851
Rv0131c	Rv3516	852
Rv0131c	Rv3523	801
Rv0131c	Rv3546	839
Rv0131c	Rv3550	849
Rv0131c	Rv3556c	801
Rv0131c	Rv3761c	977
Rv0131c	Rv3774	853
Rv0132c	Rv1173	849
Rv0132c	Rv1261c	709
Rv0132c	Rv1558	704
Rv0132c	Rv2983	795
Rv0132c	Rv3093c	705
Rv0132c	Rv3178	731
Rv0132c	Rv3261	878
Rv0132c	Rv3262	888
Rv0132c	Rv3520c	727
Rv0132c	Rv3547	889
Rv0134	Rv2740	803
Rv0135c	Rv0136	863
Rv0135c	Rv0275c	875
Rv0136	Rv0886	706
Rv0136	Rv1629	706
Rv0136	Rv1777	729
Rv0136	Rv1785c	745
Rv0136	Rv1937	823
Rv0136	Rv2266	828
Rv0136	Rv2276	762
Rv0136	Rv2380c	810
Rv0136	Rv2776c	708
Rv0136	Rv2946c	715
Rv0136	Rv3121	750
Rv0136	Rv3545c	731
Rv0136	Rv3554	742
Rv0136	Rv3571	777
Rv0136	Rv3800c	943
Rv0137c	Rv0138	780
Rv0137c	Rv0139	818
Rv0137c	Rv0526	832
Rv0137c	Rv0816c	833
Rv0137c	Rv1629	877
Rv0137c	Rv1677	832
Rv0137c	Rv2674	999
Rv0137c	Rv2855	726
Rv0137c	Rv2874	884
Rv0137c	Rv2878c	832
Rv0137c	Rv3198A	904
Rv0137c	Rv3673c	832
Rv0138	Rv0139	914
Rv0138	Rv0140	800
Rv0138	Rv0272c	701
Rv0138	Rv1874	755
Rv0139	Rv0140	800
Rv0139	Rv0682	814
Rv0139	Rv0683	772
Rv0139	Rv0700	789
Rv0139	Rv0702	788
Rv0139	Rv0705	817
Rv0139	Rv0707	804
Rv0139	Rv0710	804
Rv0139	Rv0716	715
Rv0139	Rv0717	789
Rv0139	Rv0718	793
Rv0139	Rv0721	797
Rv0139	Rv1388	757
Rv0139	Rv1392	738
Rv0139	Rv2056c	788
Rv0139	Rv2065	804
Rv0139	Rv2785c	782
Rv0139	Rv2890c	778
Rv0139	Rv3458c	771
Rv0139	Rv3459c	776
Rv0139	Rv3460c	759
Rv0140	Rv3067	803
Rv0142	Rv0427c	757
Rv0144	Rv0145	725
Rv0144	Rv0146	743
Rv0144	Rv0373c	805
Rv0145	Rv0146	836
